movie_id,author_profile,author_name,review
1291579,https://img1.doubanio.com/icon/user_normal.jpg,[已注销],    当对越来越泛滥的西方CG动画感到厌烦的时候，就翻开旧的动画片，慢慢欣赏。      《怪物公司》并不旧，2001年出品，比起迪斯尼那长长的经典，还算是小孩子。虽然一直久慕其名，但是，却一直没机会看。      ...
1291579,https://img1.doubanio.com/icon/u1578124-8.jpg,Aii,  最近《料理鼠王》非常的火，大家对之剧情也是褒贬不一，但对于皮克斯的技术都是无一例外的赞叹不已，他们提到小老鼠清晰逼真的毛发时总提到《怪物公司》，确实很久前的这部片子已经在当时掀起了相当的轰动，简...
1291579,https://img3.doubanio.com/icon/u1085080-2.jpg,清心咒,"一路欢笑，但当分别的时候来临，麦克对阿布说，go,go to grow up,我的眼泪就这样流下来，人总是这样，无情地长大。"
1291579,https://img9.doubanio.com/icon/u1075619-6.jpg,orang2e,麦克说，不要给它起名字，起了名字就有感情了。 我看了看身边熟睡的贝贝，看着它的小肚子因为均匀的呼吸一起一伏…… 好像真的是这样哦：）  我们为什么要把生命分为这么多种呢？ 我们只要用一颗善良的心去疼爱它...
1291579,https://img1.doubanio.com/icon/u130451028-27.jpg,你懂个锤子,孩子们的哭声可以制作电能？感觉这个点很有创造力呢。  于是有一个怪物公司，专门去吓唬孩子，孩子们最怕的就是主角萨利。  孩子们怕怪兽，怪兽怕孩子们。。。两个生物碰撞出了不同的火花。。。然而，现在的孩子...
1291583,https://img1.doubanio.com/icon/u1120462-7.jpg,隆咚锵,今天又看了天空之城，还是很感动 有的时候很不愿意承认，自己很多梦想啊理念阿之类的东西在很小的时候就托生于一部日本影片了，但又不得不承认，每当心情烦躁的时候看看宫歧俊画的云和树，还有默默守护的机器人，...
1291583,https://img9.doubanio.com/icon/u1927633-4.jpg,索马里难民,看了很多遍《天空之城》，我竟然逐渐对慕斯卡这个人产生了兴趣。始终忘不了的有三个场景：  一是慕斯卡近似疯狂地四处寻找核心，在丛林里穿来穿去，最后找到了黑色石碑，然后贪婪地用双手一边发抖一边摸索上面的...
1291583,https://img3.doubanio.com/icon/u1041897-1.jpg,viyu,这个世界有没有秘密，在一个无人知晓的地方深藏，默默度过此生的孤独。我们的孤独就象天空中漂浮的城市，仿佛是一个秘密，却无从述说。我们拥挤着，呼吸着，望着天空。这个世界还有多少未知的秘密象我们自身一样...
1291583,https://img1.doubanio.com/icon/user_normal.jpg,[已注销],我大概是不觉得辛苦的，哪怕背负着隐晦的秘密面对再凌厉不过的逼迫，哪怕故土此生难回。  只要落下来的时候有你接着我。 不由分说随我穿寒风破冷云寻找一个虚无缥缈的目的地。 毫不迟疑挡住落向我的拳头。 坚定的...
1291583,https://img3.doubanio.com/icon/u1218590-1.jpg,淡淡245,前天凌晨看了宫崎峻的代表作《天空之城》，英文名是Laputa: Castle in the Sky。即“天空之城”的名字叫Laputa，按日文的读法就是“拉普塔”。暂时还没有去查阅，这个Laputa到底有无西方神话之渊源。  在作品中，...
1291585,https://img1.doubanio.com/icon/u1025571-7.jpg,russell,建议先看电影，再看漫画，不然会有很大的落差感．因为漫画的思想层次比电影要高出许多，而且电影把许多人物都给省去或是简化了，显得没有漫画中那么丰满． 比如帝国的公主，在电影里就被描写成了纯粹的野心家，一...
